Invoice_No,Customer_ID,Invoice_Amount,Outstanding_Amount,Due_Days
INV0036901,CUST2815,283082,72161,131
INV0036902,CUST4906,245099,18815,40
INV0036903,CUST9365,288082,50605,103
INV0036904,CUST2951,131583,128851,23
INV0036905,CUST6559,50363,4948,82
INV0036906,CUST4494,139950,90404,6
INV0036907,CUST9642,14774,7201,175
INV0036908,CUST8255,253309,12865,170
INV0036909,CUST7102,24831,12899,58
INV0036910,CUST7598,6856,3136,84
INV0036911,CUST3869,75671,43816,6
INV0036912,CUST5669,36968,5979,99
INV0036913,CUST2903,284096,168453,139
INV0036914,CUST5112,50055,36306,158
INV0036915,CUST5606,276019,104989,178
INV0036916,CUST9235,288748,253302,78
INV0036917,CUST4833,80444,68932,27
INV0036918,CUST1761,186619,26365,133
INV0036919,CUST7450,228461,11864,15
INV0036920,CUST6896,77907,26839,44
INV0036921,CUST2715,288296,7726,42
INV0036922,CUST2750,65099,8904,6
INV0036923,CUST9018,222774,38455,59
INV0036924,CUST7354,200761,62101,92
INV0036925,CUST5639,180501,59093,132
INV0036926,CUST7114,254091,45992,93
INV0036927,CUST5131,69363,49528,40
INV0036928,CUST2232,214789,144267,8
INV0036929,CUST9798,1935,1437,99
INV0036930,CUST4880,47101,41937,14
INV0036931,CUST9436,265193,223745,171
INV0036932,CUST1797,231144,169330,43
INV0036933,CUST3580,74028,21637,176
INV0036934,CUST6380,87208,60853,116
INV0036935,CUST4225,31197,6055,153
INV0036936,CUST1472,68740,29803,28
INV0036937,CUST6187,154121,28724,34
INV0036938,CUST4567,157999,113381,129
INV0036939,CUST5642,279269,216052,101
INV0036940,CUST3142,199760,116295,20
INV0036941,CUST3601,22921,6661,149
INV0036942,CUST5824,81846,29251,133
INV0036943,CUST5226,214029,99623,110
INV0036944,CUST2914,168434,114564,111
INV0036945,CUST8772,211558,165510,118
INV0036946,CUST7363,85812,15478,44
INV0036947,CUST6106,280817,231669,146
INV0036948,CUST7666,137860,132519,98
INV0036949,CUST6104,29281,25703,25
INV0036950,CUST2057,290020,177023,94
INV0036951,CUST5968,125611,24200,106
INV0036952,CUST4795,91550,85100,124
INV0036953,CUST9506,90924,52412,11
INV0036954,CUST8739,172417,126017,161
INV0036955,CUST3889,207863,158468,18
INV0036956,CUST7119,216688,205357,75
INV0036957,CUST9917,2741,503,138
INV0036958,CUST4867,68915,68863,123
INV0036959,CUST4300,231279,62313,165
INV0036960,CUST6672,153246,84002,152
INV0036961,CUST5611,240022,83138,118
INV0036962,CUST1400,243609,159322,108
INV0036963,CUST7575,31202,23262,96
INV0036964,CUST6035,85095,6485,141
INV0036965,CUST6393,148084,101177,45
INV0036966,CUST5643,59018,25008,76
INV0036967,CUST8525,29866,13335,136
INV0036968,CUST4704,114910,75474,164
INV0036969,CUST9862,192445,158931,153
INV0036970,CUST7399,282289,48698,167
INV0036971,CUST4212,87452,54043,106
INV0036972,CUST5755,69552,26266,176
INV0036973,CUST2905,85830,7320,133
INV0036974,CUST1330,135516,113682,82
INV0036975,CUST4771,156014,35635,22
INV0036976,CUST5276,238805,80232,87
INV0036977,CUST1996,230676,20278,121
INV0036978,CUST5239,182129,151529,144
INV0036979,CUST3849,178785,167619,34
INV0036980,CUST2485,98533,15705,175
INV0036981,CUST7076,96539,86083,12
INV0036982,CUST5390,147891,79679,150
INV0036983,CUST7645,265838,27938,67
INV0036984,CUST5682,274257,15712,77
INV0036985,CUST3678,231413,114219,108
INV0036986,CUST6389,40640,3983,62
INV0036987,CUST8170,159702,113067,39
INV0036988,CUST4796,118751,10452,131
INV0036989,CUST8437,124527,2770,127
INV0036990,CUST7729,266178,147924,161
INV0036991,CUST2999,278990,259395,27
INV0036992,CUST8548,105442,11821,161
INV0036993,CUST9749,267770,5765,29
INV0036994,CUST2956,229333,1097,165
INV0036995,CUST8152,10116,1073,128
INV0036996,CUST7554,9358,1578,140
INV0036997,CUST7561,261827,19657,141
INV0036998,CUST8162,256353,60281,176
INV0036999,CUST7082,290151,228064,135
INV0037000,CUST8799,15507,2354,52
INV0037001,CUST1111,31807,2559,10
INV0037002,CUST5223,272374,199594,54
INV0037003,CUST1435,145552,133702,42
INV0037004,CUST9509,192715,146278,39
INV0037005,CUST6145,273817,86028,77
INV0037006,CUST2125,260094,94883,174
INV0037007,CUST8035,248067,50233,178
INV0037008,CUST3142,45479,11354,139
INV0037009,CUST4514,292019,4989,168
INV0037010,CUST5471,170135,11440,83
INV0037011,CUST1285,163662,148531,116
INV0037012,CUST7344,100983,5575,142
INV0037013,CUST4610,145413,63644,2
INV0037014,CUST7037,235430,230203,110
INV0037015,CUST2603,242374,69941,158
INV0037016,CUST4934,234850,82269,2
INV0037017,CUST2345,141704,94655,159
INV0037018,CUST7125,207723,156435,4
INV0037019,CUST7649,202224,113797,116
INV0037020,CUST6054,198838,122683,93
INV0037021,CUST6519,226357,74498,170
INV0037022,CUST6720,165384,104602,41
INV0037023,CUST8739,138666,118202,145
INV0037024,CUST8031,129310,80269,91
INV0037025,CUST6255,132581,70599,55
INV0037026,CUST9195,123508,62105,64
INV0037027,CUST3116,35577,11189,98
INV0037028,CUST5103,47793,16713,100
INV0037029,CUST6126,115025,36898,162
INV0037030,CUST5939,119660,89299,72
INV0037031,CUST8295,19407,5684,21
INV0037032,CUST1482,147944,73112,96
INV0037033,CUST9615,18067,17149,28
INV0037034,CUST8443,9959,9718,137
INV0037035,CUST8590,152452,135224,4
INV0037036,CUST6222,33722,9418,5
INV0037037,CUST2160,171708,66986,2
INV0037038,CUST2552,52522,12975,88
INV0037039,CUST2145,223996,120454,142
INV0037040,CUST2905,186467,83258,122
INV0037041,CUST7753,262628,107143,3
INV0037042,CUST7913,5616,3299,99
INV0037043,CUST2926,16499,8836,52
INV0037044,CUST1849,231986,92863,49
INV0037045,CUST9430,282469,7314,174
INV0037046,CUST1432,164328,21275,165
INV0037047,CUST2482,168220,145802,102
INV0037048,CUST9468,11606,1964,167
INV0037049,CUST5700,191863,173162,50
INV0037050,CUST7775,16872,3296,142
INV0037051,CUST4641,175375,27433,171
INV0037052,CUST3614,273974,44604,63
INV0037053,CUST3664,54360,41396,143
INV0037054,CUST4391,18169,8328,29
INV0037055,CUST5875,87640,71262,70
INV0037056,CUST9746,243810,118744,31
INV0037057,CUST1565,160018,15276,34
INV0037058,CUST6476,208977,8503,159
INV0037059,CUST2707,125556,70437,138
INV0037060,CUST2489,223030,89796,143
INV0037061,CUST2767,139926,115119,49
INV0037062,CUST4001,240634,196670,115
INV0037063,CUST7483,201495,121297,119
INV0037064,CUST8472,261707,183938,0
INV0037065,CUST8525,292640,227832,33
INV0037066,CUST5107,180653,28221,55
INV0037067,CUST3102,192077,29931,49
INV0037068,CUST9856,40503,36631,161
INV0037069,CUST3731,125492,102322,86
INV0037070,CUST5094,198149,17668,159
INV0037071,CUST3664,195274,157229,150
INV0037072,CUST5232,13408,11065,141
INV0037073,CUST5436,47020,9694,45
INV0037074,CUST6872,217929,141563,62
INV0037075,CUST9809,163121,11042,81
INV0037076,CUST6193,98774,24678,68
INV0037077,CUST4955,190691,76578,105
INV0037078,CUST1037,90594,17058,96
INV0037079,CUST4520,251830,241551,131
INV0037080,CUST5061,124277,115724,88
INV0037081,CUST8896,178477,30575,18
INV0037082,CUST6209,207993,190976,36
INV0037083,CUST1685,223383,63324,162
INV0037084,CUST9538,25513,12600,51
INV0037085,CUST7133,159948,7462,17
INV0037086,CUST9046,199541,29545,75
INV0037087,CUST7185,274423,14854,126
INV0037088,CUST5457,205815,175791,24
INV0037089,CUST7624,36468,33013,29
INV0037090,CUST8418,214819,208199,20
INV0037091,CUST3874,62381,14843,111
INV0037092,CUST1175,103023,90618,105
INV0037093,CUST9441,112017,29842,179
INV0037094,CUST8581,36776,27500,134
INV0037095,CUST1728,260323,169909,0
INV0037096,CUST7164,222697,125546,180
INV0037097,CUST9839,226294,117020,136
INV0037098,CUST8045,21496,10926,2
INV0037099,CUST2110,40855,5365,80
INV0037100,CUST3011,27182,1539,47
INV0037101,CUST4563,176400,149808,138
INV0037102,CUST7609,296060,26091,49
INV0037103,CUST8808,22109,1432,146
INV0037104,CUST1199,234778,30447,30
INV0037105,CUST4194,107081,95036,170
INV0037106,CUST3747,249694,179116,72
INV0037107,CUST5281,153086,30278,36
INV0037108,CUST4107,254261,156194,0
INV0037109,CUST7778,16648,2339,167
INV0037110,CUST9064,227775,127454,74
INV0037111,CUST9516,274831,107542,52
INV0037112,CUST4832,202357,72580,89
INV0037113,CUST5874,156328,92905,137
INV0037114,CUST8084,78800,61361,82
INV0037115,CUST1020,45456,36484,62
INV0037116,CUST9599,193421,156907,138
INV0037117,CUST2480,181436,125626,0
INV0037118,CUST2552,257111,168491,76
INV0037119,CUST6264,230431,187631,53
INV0037120,CUST3180,18771,4642,18
INV0037121,CUST9228,184658,121233,86
INV0037122,CUST3247,66282,49913,146
INV0037123,CUST5485,270994,201146,5
INV0037124,CUST5552,96200,17242,129
INV0037125,CUST7524,38463,18456,134
INV0037126,CUST7840,80282,71834,8
INV0037127,CUST4975,270572,156008,162
INV0037128,CUST8551,109306,94093,130
INV0037129,CUST1337,292598,44479,26
INV0037130,CUST6976,138875,27064,25
INV0037131,CUST8178,214224,91419,150
INV0037132,CUST2523,218058,47639,139
INV0037133,CUST5667,4671,2569,163
INV0037134,CUST7179,297645,26526,17
INV0037135,CUST6232,196462,41615,48
INV0037136,CUST1371,250636,247578,4
INV0037137,CUST8882,122936,77150,90
INV0037138,CUST4110,142913,98035,22
INV0037139,CUST2705,295894,242964,60
INV0037140,CUST6936,199713,95816,131
INV0037141,CUST8916,114189,40052,12
INV0037142,CUST3803,103785,17408,118
INV0037143,CUST2504,123601,48663,54
INV0037144,CUST6105,150271,44217,24
INV0037145,CUST6356,102269,63120,163
INV0037146,CUST4258,162373,128336,105
INV0037147,CUST3676,39735,24234,52
INV0037148,CUST1851,46599,23777,21
INV0037149,CUST7854,237350,215984,61
INV0037150,CUST7276,101412,61148,99
INV0037151,CUST8185,104187,99904,125
INV0037152,CUST9317,185860,70474,49
INV0037153,CUST9215,197213,91589,79
INV0037154,CUST6363,90831,30400,40
INV0037155,CUST8893,32253,22895,34
INV0037156,CUST5269,118233,31114,46
INV0037157,CUST7433,128633,46799,43
INV0037158,CUST5046,4981,3803,79
INV0037159,CUST3947,27935,25778,70
INV0037160,CUST5340,222885,207402,60
INV0037161,CUST4700,63332,13005,68
INV0037162,CUST5128,242359,19151,127
INV0037163,CUST2444,28444,3870,134
INV0037164,CUST5448,85578,83879,111
INV0037165,CUST6548,99423,89445,164
INV0037166,CUST1084,200489,185005,61
INV0037167,CUST6332,241037,65608,143
INV0037168,CUST8075,196595,45652,77
INV0037169,CUST5121,13615,9316,131
INV0037170,CUST9086,287614,249369,5
INV0037171,CUST1344,27941,25710,178
INV0037172,CUST8160,166688,105442,160
INV0037173,CUST2188,221412,105783,28
INV0037174,CUST7902,3694,3651,31
INV0037175,CUST4103,12486,8669,173
INV0037176,CUST3694,126235,111875,3
INV0037177,CUST3020,180688,5439,103
INV0037178,CUST3624,191272,159485,141
INV0037179,CUST4961,268712,179164,14
INV0037180,CUST6735,146540,144749,81
INV0037181,CUST8295,289674,192333,92
INV0037182,CUST8212,247034,215556,130
INV0037183,CUST3172,1575,573,174
INV0037184,CUST6461,234117,114110,27
INV0037185,CUST9324,233962,41759,74
INV0037186,CUST6212,148634,115669,67
INV0037187,CUST2703,104141,92343,166
INV0037188,CUST2963,211422,146712,122
INV0037189,CUST9966,235528,83158,3
INV0037190,CUST5267,10359,4008,115
INV0037191,CUST7657,199339,59498,168
INV0037192,CUST7448,281244,264476,119
INV0037193,CUST4311,192034,130381,50
INV0037194,CUST1491,136681,74213,41
INV0037195,CUST6415,21971,2712,14
INV0037196,CUST1532,26161,19021,113
INV0037197,CUST2861,78580,56975,52
INV0037198,CUST4960,88775,9080,0
INV0037199,CUST4480,121193,11541,84
INV0037200,CUST8197,204601,85448,82
INV0037201,CUST7068,80629,34887,129
INV0037202,CUST8282,9859,3796,120
INV0037203,CUST6188,227690,58166,58
INV0037204,CUST9451,220943,185067,120
INV0037205,CUST3533,183053,160909,99
INV0037206,CUST3529,121644,79447,140
INV0037207,CUST4555,62411,6085,15
INV0037208,CUST7916,135553,65865,99
INV0037209,CUST5864,272966,202952,30
INV0037210,CUST4259,97039,3204,159
INV0037211,CUST4865,165685,71355,141
INV0037212,CUST8748,60460,41901,73
INV0037213,CUST3086,184103,26800,73
INV0037214,CUST8444,225822,154714,121
INV0037215,CUST4454,217840,42142,96
INV0037216,CUST2225,257762,168551,169
INV0037217,CUST6378,57784,10126,109
INV0037218,CUST7430,210373,30092,145
INV0037219,CUST5370,29286,11767,109
INV0037220,CUST5305,279554,186717,30
INV0037221,CUST8853,257188,4838,173
INV0037222,CUST6712,248655,39825,23
INV0037223,CUST5595,9256,756,119
INV0037224,CUST2279,174586,44802,46
INV0037225,CUST3285,60641,1908,142
INV0037226,CUST4380,146203,63473,123
INV0037227,CUST3234,15595,5350,77
INV0037228,CUST6200,252106,89419,95
INV0037229,CUST5269,250694,163317,74
INV0037230,CUST7595,50329,1576,107
INV0037231,CUST7688,147496,89670,106
INV0037232,CUST4595,154363,96648,122
INV0037233,CUST2205,16678,1058,121
INV0037234,CUST7988,298857,235223,89
INV0037235,CUST5792,299921,151517,169
INV0037236,CUST8353,14250,7740,3
INV0037237,CUST9335,80255,69009,4
INV0037238,CUST6320,57035,1227,0
INV0037239,CUST9140,75399,37290,91
INV0037240,CUST5550,189585,12562,124
INV0037241,CUST1979,101833,48505,26
INV0037242,CUST7284,181882,144472,65
INV0037243,CUST1520,282303,17443,62
INV0037244,CUST5577,36746,32105,86
INV0037245,CUST9976,81045,22194,166
INV0037246,CUST6763,158929,27593,21
INV0037247,CUST2658,4701,4624,18
INV0037248,CUST9754,161215,23131,152
INV0037249,CUST8449,9387,2425,155
INV0037250,CUST3556,187569,71774,178
INV0037251,CUST4218,242264,7476,123
INV0037252,CUST5883,99746,30119,90
INV0037253,CUST1438,287388,84425,39
INV0037254,CUST8352,98369,96444,90
INV0037255,CUST5773,120437,101173,140
INV0037256,CUST8673,54444,28469,179
INV0037257,CUST1914,291989,286678,157
INV0037258,CUST3429,225838,62415,66
INV0037259,CUST7555,212295,162985,172
INV0037260,CUST3451,165907,15874,56
INV0037261,CUST4904,66785,36418,123
INV0037262,CUST8222,66248,35435,136
INV0037263,CUST7834,127162,99331,111
INV0037264,CUST4289,107970,47931,108
INV0037265,CUST6233,68605,52426,113
INV0037266,CUST3069,57841,20909,76
INV0037267,CUST3690,224897,147717,45
INV0037268,CUST2643,89312,83761,138
INV0037269,CUST3602,95915,83238,69
INV0037270,CUST1418,112739,10794,15
INV0037271,CUST7440,228938,92312,8
INV0037272,CUST1347,272181,87416,7
INV0037273,CUST8848,294226,23122,135
INV0037274,CUST2160,94492,24674,26
INV0037275,CUST1891,59945,51894,11
INV0037276,CUST9794,277764,243104,95
INV0037277,CUST4438,188371,128437,69
INV0037278,CUST6351,186558,85997,122
INV0037279,CUST3814,230769,58822,70
INV0037280,CUST9050,121379,59996,84
INV0037281,CUST2716,101613,3854,124
INV0037282,CUST9380,139181,50186,103
INV0037283,CUST9721,242639,102404,78
INV0037284,CUST7680,194751,137316,86
INV0037285,CUST9526,59124,22662,164
INV0037286,CUST5034,99225,57588,47
INV0037287,CUST5148,102655,91824,156
INV0037288,CUST4665,22082,2601,19
INV0037289,CUST5804,11049,4254,167
INV0037290,CUST4186,35775,8691,44
INV0037291,CUST7365,21473,1202,129
INV0037292,CUST5360,272854,218076,31
INV0037293,CUST3877,68545,33026,96
INV0037294,CUST4397,2243,1730,108
INV0037295,CUST2885,212849,155919,94
INV0037296,CUST7286,15621,14154,13
INV0037297,CUST6439,19180,7258,155
INV0037298,CUST1149,159102,41711,117
INV0037299,CUST3276,111125,20751,125
INV0037300,CUST6432,168369,116059,76
INV0037301,CUST4903,45412,37415,63
INV0037302,CUST6188,258866,64973,78
INV0037303,CUST5576,5543,3413,80
INV0037304,CUST8635,14462,6765,95
INV0037305,CUST5766,28894,27860,112
INV0037306,CUST9903,198202,114017,109
INV0037307,CUST9946,12011,7230,9
INV0037308,CUST5470,269978,121732,19
INV0037309,CUST3582,92401,46448,94
INV0037310,CUST7464,236660,195159,171
INV0037311,CUST1193,227893,90010,119
INV0037312,CUST3100,201539,59532,104
INV0037313,CUST5437,177115,124791,164
INV0037314,CUST4528,61844,53955,176
INV0037315,CUST2412,238412,174562,150
INV0037316,CUST1787,65016,45584,100
INV0037317,CUST9982,46460,3778,105
INV0037318,CUST6283,249482,27649,40
INV0037319,CUST6584,212606,57652,82
INV0037320,CUST2150,234270,85095,117
INV0037321,CUST9955,149953,78157,161
INV0037322,CUST1523,37302,35641,124
INV0037323,CUST9151,200912,168874,7
INV0037324,CUST7779,108035,67663,52
INV0037325,CUST3489,215656,127291,115
INV0037326,CUST5931,131864,22207,120
INV0037327,CUST5214,106724,14087,50
INV0037328,CUST3195,135987,121509,144
INV0037329,CUST2611,277668,233262,75
INV0037330,CUST6538,71489,70630,1
INV0037331,CUST3247,98155,62978,112
INV0037332,CUST9853,167843,85425,140
INV0037333,CUST1413,220307,213410,116
INV0037334,CUST9481,67315,7995,93
INV0037335,CUST9905,105152,53940,145
INV0037336,CUST1943,180096,45809,172
INV0037337,CUST8744,247044,40579,157
INV0037338,CUST4644,10426,1770,156
INV0037339,CUST1986,98005,22524,30
INV0037340,CUST4036,108462,74178,82
INV0037341,CUST2263,5388,2107,129
INV0037342,CUST7420,178687,45453,74
INV0037343,CUST5443,109376,10299,124
INV0037344,CUST7311,20586,18112,169
INV0037345,CUST4375,96567,67960,2
INV0037346,CUST9757,255137,149398,135
INV0037347,CUST4794,137200,43347,32
INV0037348,CUST9420,272960,93519,70
INV0037349,CUST7559,110567,63673,122
INV0037350,CUST7823,52919,29036,102
INV0037351,CUST1006,152792,65949,150
INV0037352,CUST4982,269468,89552,116
INV0037353,CUST5328,185669,117666,102
INV0037354,CUST3767,193937,126021,76
INV0037355,CUST7556,144969,118150,50
INV0037356,CUST1076,35892,28199,138
INV0037357,CUST1801,189906,163707,154
INV0037358,CUST3339,198595,69318,80
INV0037359,CUST8147,8006,938,137
INV0037360,CUST7580,180407,109564,77
INV0037361,CUST5331,86268,77098,39
INV0037362,CUST5390,188488,128462,13
INV0037363,CUST6828,220953,149669,25
INV0037364,CUST3085,106195,42104,114
INV0037365,CUST1294,134647,11782,127
INV0037366,CUST9266,93071,90154,136
INV0037367,CUST2367,170147,47578,172
INV0037368,CUST8774,246956,201315,152
INV0037369,CUST9637,215874,78854,96
INV0037370,CUST8940,184698,20881,11
INV0037371,CUST8395,180361,102440,12
INV0037372,CUST4947,218315,199698,134
INV0037373,CUST7346,43780,12966,127
INV0037374,CUST5473,291353,160045,169
INV0037375,CUST3292,285596,200655,103
INV0037376,CUST9171,74700,2832,17
INV0037377,CUST4807,77722,15746,138
INV0037378,CUST3294,131543,29021,29
INV0037379,CUST7843,181048,52455,40
INV0037380,CUST3953,49213,23212,131
INV0037381,CUST8423,93503,54271,76
INV0037382,CUST8232,15506,2100,62
INV0037383,CUST1927,122421,22747,56
INV0037384,CUST2701,287091,11130,45
INV0037385,CUST2628,193501,122545,156
INV0037386,CUST9715,61027,31277,102
INV0037387,CUST2125,290276,10435,13
INV0037388,CUST3267,186026,173447,89
INV0037389,CUST4588,222157,130015,1
INV0037390,CUST2146,204085,59850,76
INV0037391,CUST6804,153995,17930,22
INV0037392,CUST2901,257310,167398,49
INV0037393,CUST2598,47922,35620,179
INV0037394,CUST8416,181190,4884,91
INV0037395,CUST9529,98940,26880,174
INV0037396,CUST3568,224482,26532,95
INV0037397,CUST9640,27391,11570,89
INV0037398,CUST4011,47705,23023,180
INV0037399,CUST6542,119628,62524,112
INV0037400,CUST4884,161766,134452,54
INV0037401,CUST3121,298035,252871,79
INV0037402,CUST9490,253955,137763,63
INV0037403,CUST3139,173737,42750,49
INV0037404,CUST5916,137089,55018,80
INV0037405,CUST2575,270481,180124,35
INV0037406,CUST7016,7456,1235,51
INV0037407,CUST6038,9528,2681,137
INV0037408,CUST2511,144136,88567,138
INV0037409,CUST4778,17508,1990,26
INV0037410,CUST3340,282464,257600,1
INV0037411,CUST9961,211895,4369,3
INV0037412,CUST8150,108682,50634,102
INV0037413,CUST6189,80989,897,165
INV0037414,CUST2636,150054,73728,101
INV0037415,CUST6528,238824,128211,171
INV0037416,CUST8188,126430,74657,60
INV0037417,CUST8822,291783,222731,114
INV0037418,CUST3276,16713,3606,5
INV0037419,CUST3447,62325,39689,126
INV0037420,CUST6833,191464,30865,178
INV0037421,CUST9398,1329,763,89
INV0037422,CUST8445,223114,109520,87
INV0037423,CUST1600,129140,48273,109
INV0037424,CUST1219,204146,25423,98
INV0037425,CUST9292,42794,9092,147
INV0037426,CUST1086,167571,44101,147
INV0037427,CUST8623,134970,3474,76
INV0037428,CUST8392,207492,199720,49
INV0037429,CUST8937,264070,187708,64
INV0037430,CUST3089,140413,99224,2
INV0037431,CUST9907,86581,55714,27
INV0037432,CUST5699,95004,52508,117
INV0037433,CUST8412,27492,19813,112
INV0037434,CUST9766,225602,213178,159
INV0037435,CUST3454,256053,136518,16
INV0037436,CUST1654,277438,23647,161
INV0037437,CUST4753,52798,43437,166
INV0037438,CUST3358,171378,74836,54
INV0037439,CUST2535,110253,95130,150
INV0037440,CUST5712,118768,93503,45
INV0037441,CUST3745,296842,2362,65
INV0037442,CUST3281,237844,15906,152
INV0037443,CUST9304,240229,191062,95
INV0037444,CUST7153,67580,37733,95
INV0037445,CUST6860,11220,3852,151
INV0037446,CUST7136,107020,101782,104
INV0037447,CUST8184,19568,5448,57
INV0037448,CUST6921,130822,71924,56
INV0037449,CUST1946,246566,111246,43
INV0037450,CUST2378,269068,108108,49
INV0037451,CUST2290,193532,192253,27
INV0037452,CUST7402,251444,47189,168
INV0037453,CUST2546,145766,14632,3
INV0037454,CUST2155,197992,59417,159
INV0037455,CUST2530,183913,131737,133
INV0037456,CUST2314,217905,95699,22
INV0037457,CUST5700,172534,96912,32
INV0037458,CUST7398,11891,8020,134
INV0037459,CUST2179,1054,751,42
INV0037460,CUST8717,250827,60255,118
INV0037461,CUST6504,299757,283417,132
INV0037462,CUST7218,48481,6385,41
INV0037463,CUST7023,72813,28352,59
INV0037464,CUST2866,116447,12730,172
INV0037465,CUST4673,261805,156551,86
INV0037466,CUST2325,125633,116010,170
INV0037467,CUST9981,132395,34381,90
INV0037468,CUST9573,292807,226479,54
INV0037469,CUST6801,193373,40733,61
INV0037470,CUST5424,227885,80842,34
INV0037471,CUST4902,207586,22101,173
INV0037472,CUST6557,67062,13741,38
INV0037473,CUST1086,174236,78538,112
INV0037474,CUST8910,208620,102802,126
INV0037475,CUST7480,221833,51543,56
INV0037476,CUST7289,269835,117116,148
INV0037477,CUST5781,273828,104177,116
INV0037478,CUST4657,173915,143531,97
INV0037479,CUST1864,172783,163967,101
INV0037480,CUST8237,241908,218079,79
INV0037481,CUST5017,118147,37959,103
INV0037482,CUST2527,262917,139155,157
INV0037483,CUST8395,135035,56144,59
INV0037484,CUST5883,285169,97524,100
INV0037485,CUST4560,186659,176033,46
INV0037486,CUST8697,178963,70717,90
INV0037487,CUST9501,234933,21,115
INV0037488,CUST9391,111041,50492,72
INV0037489,CUST1492,218507,196833,82
INV0037490,CUST3399,25450,5030,45
INV0037491,CUST7073,245965,41332,145
INV0037492,CUST6545,6814,5634,116
INV0037493,CUST6082,2552,461,178
INV0037494,CUST2118,224640,170921,30
INV0037495,CUST1738,252073,84157,42
INV0037496,CUST7774,167603,50349,97
INV0037497,CUST1250,30517,5401,179
INV0037498,CUST3477,233516,14413,144
INV0037499,CUST4535,79741,16906,172
INV0037500,CUST7347,264790,189634,73
INV0037501,CUST5866,74765,35841,106
INV0037502,CUST1783,174618,22398,97
INV0037503,CUST5532,97896,97066,148
INV0037504,CUST4641,256261,191418,106
INV0037505,CUST6991,1421,1229,85
INV0037506,CUST5362,28983,25200,68
INV0037507,CUST8774,268619,190578,179
INV0037508,CUST4632,204028,78584,27
INV0037509,CUST6341,176447,6112,81
INV0037510,CUST9180,7218,6504,123
INV0037511,CUST3987,258154,203288,165
INV0037512,CUST9040,118918,66246,114
INV0037513,CUST7370,215208,25892,66
INV0037514,CUST1796,268950,170032,41
INV0037515,CUST2917,267254,110261,174
INV0037516,CUST3553,96038,24524,115
INV0037517,CUST8605,174745,163138,105
INV0037518,CUST9798,270952,114983,154
INV0037519,CUST6683,52387,7336,83
INV0037520,CUST3173,185343,48644,89
INV0037521,CUST4027,176500,137864,156
INV0037522,CUST2832,273653,18467,54
INV0037523,CUST1869,172143,121259,50
INV0037524,CUST7632,221909,24545,133
INV0037525,CUST8962,70822,45997,37
INV0037526,CUST8168,282678,94117,6
INV0037527,CUST6448,224896,216671,133
INV0037528,CUST6349,82608,24848,135
INV0037529,CUST5053,288180,169409,58
INV0037530,CUST8723,3810,3080,10
INV0037531,CUST4217,296357,146005,57
INV0037532,CUST1876,254252,248487,20
INV0037533,CUST7995,252076,231033,79
INV0037534,CUST7985,163448,43370,124
INV0037535,CUST4601,110887,97493,121
INV0037536,CUST1187,137323,84853,105
INV0037537,CUST9378,54197,6637,128
INV0037538,CUST5180,255833,128370,156
INV0037539,CUST6559,296565,250779,82
INV0037540,CUST3960,118557,22902,80
INV0037541,CUST6823,16071,8376,111
INV0037542,CUST3467,164592,149840,11
INV0037543,CUST3421,93762,4579,143
INV0037544,CUST9821,78696,64310,94
INV0037545,CUST6318,158091,79679,48
INV0037546,CUST7975,34736,31967,111
INV0037547,CUST4640,237031,59411,52
INV0037548,CUST7547,297377,31594,30
INV0037549,CUST8749,170023,80854,138
INV0037550,CUST2108,95291,51949,40
INV0037551,CUST4796,35204,7735,127
INV0037552,CUST9283,266826,5809,171
INV0037553,CUST6699,288439,192011,107
INV0037554,CUST7698,148882,56299,110
INV0037555,CUST3881,205746,34897,42
INV0037556,CUST2932,23097,14094,68
INV0037557,CUST7991,206867,46437,77
INV0037558,CUST4793,115466,21766,96
INV0037559,CUST3705,287987,270548,150
INV0037560,CUST1322,196896,37610,147
INV0037561,CUST6419,111447,65132,42
INV0037562,CUST1793,213261,146886,50
INV0037563,CUST5385,155614,136274,140
INV0037564,CUST8163,284407,37529,20
INV0037565,CUST9408,108380,91025,102
INV0037566,CUST8409,252641,120133,104
INV0037567,CUST8330,132795,88865,69
INV0037568,CUST2938,36999,27229,114
INV0037569,CUST5729,72992,68978,136
INV0037570,CUST5158,174418,47176,35
INV0037571,CUST1930,197131,80847,169
INV0037572,CUST9683,76805,7836,144
INV0037573,CUST3351,262356,54256,7
INV0037574,CUST1462,118227,106277,77
INV0037575,CUST3190,15838,14346,80
INV0037576,CUST2217,102593,41234,142
INV0037577,CUST1952,151074,45526,89
INV0037578,CUST8111,129744,91394,41
INV0037579,CUST6696,213568,91664,68
INV0037580,CUST6107,163860,123660,33
INV0037581,CUST1865,124920,23195,93
INV0037582,CUST9929,191316,132022,143
INV0037583,CUST2820,248589,202659,126
INV0037584,CUST8716,169459,4066,162
INV0037585,CUST2544,124059,23498,168
INV0037586,CUST9245,134881,17499,115
INV0037587,CUST5792,136545,48490,153
INV0037588,CUST9000,249726,62449,15
INV0037589,CUST1761,248022,129192,50
INV0037590,CUST9661,194479,164890,16
INV0037591,CUST3533,120277,25864,79
INV0037592,CUST7396,6557,4556,11
INV0037593,CUST6395,19464,15953,151
INV0037594,CUST8820,238406,180893,14
INV0037595,CUST2890,126679,57367,173
INV0037596,CUST1239,292576,229996,74
INV0037597,CUST4783,242574,224393,31
INV0037598,CUST2909,287810,101716,103
