Vendor_ID,Bill_No,Bill_Amount,Outstanding,Due_Days
VEND4701,BILL0043675,30370,11917,95
VEND7820,BILL0043676,79677,58537,98
VEND2770,BILL0043677,39987,15318,90
VEND6961,BILL0043678,221765,88691,71
VEND9419,BILL0043679,45669,5330,41
VEND5247,BILL0043680,161327,52049,97
VEND2908,BILL0043681,158139,117359,10
VEND7755,BILL0043682,47709,28719,40
VEND7711,BILL0043683,158277,131062,146
VEND6301,BILL0043684,76363,33757,88
VEND3060,BILL0043685,23614,18185,79
VEND3423,BILL0043686,175280,19659,68
VEND2026,BILL0043687,90090,63229,145
VEND1028,BILL0043688,35384,1510,130
VEND3777,BILL0043689,169840,46402,18
VEND1723,BILL0043690,203424,159450,27
VEND5078,BILL0043691,35371,18352,153
VEND6173,BILL0043692,236055,48945,154
VEND2340,BILL0043693,228721,203108,110
VEND9679,BILL0043694,240359,122725,51
VEND9928,BILL0043695,123129,30684,120
VEND1297,BILL0043696,229036,172461,113
VEND5963,BILL0043697,194783,152272,101
VEND9459,BILL0043698,163817,89067,147
VEND3282,BILL0043699,218318,196943,124
VEND2976,BILL0043700,90249,89415,19
VEND3309,BILL0043701,45187,24327,3
VEND2961,BILL0043702,84425,50656,44
VEND1940,BILL0043703,243856,195343,96
VEND4303,BILL0043704,220242,180617,70
VEND6436,BILL0043705,61160,5260,59
VEND3945,BILL0043706,142517,99682,105
VEND9010,BILL0043707,151699,14598,104
VEND5265,BILL0043708,62112,29334,25
VEND6643,BILL0043709,223650,173518,86
VEND5682,BILL0043710,95341,81930,70
VEND3713,BILL0043711,92361,10211,54
VEND6569,BILL0043712,195060,190680,72
VEND4234,BILL0043713,238615,63825,72
VEND7311,BILL0043714,234318,226691,22
VEND3462,BILL0043715,25465,2045,160
VEND3705,BILL0043716,76130,73203,179
VEND5239,BILL0043717,4037,2605,82
VEND3128,BILL0043718,214291,11304,37
VEND1551,BILL0043719,237760,28670,31
VEND8849,BILL0043720,135453,72176,98
VEND5920,BILL0043721,181085,87601,99
VEND7646,BILL0043722,17967,2591,59
VEND3713,BILL0043723,140298,3179,7
VEND1275,BILL0043724,98210,48274,57
VEND7750,BILL0043725,234392,48886,9
VEND1917,BILL0043726,144118,13857,25
VEND4392,BILL0043727,193384,35961,75
VEND9101,BILL0043728,20642,19019,178
VEND8149,BILL0043729,218749,34316,74
VEND1986,BILL0043730,204848,15282,168
VEND7096,BILL0043731,105448,44901,46
VEND6441,BILL0043732,104087,34002,18
VEND8903,BILL0043733,171046,147723,159
VEND2507,BILL0043734,199239,96579,98
VEND7908,BILL0043735,239792,196670,4
VEND7078,BILL0043736,19500,7569,15
VEND3222,BILL0043737,158229,52445,117
VEND3991,BILL0043738,73841,15039,33
VEND4773,BILL0043739,122454,51558,91
VEND5547,BILL0043740,190718,143372,114
VEND8831,BILL0043741,122725,63095,70
VEND7557,BILL0043742,218773,204508,58
VEND6519,BILL0043743,90543,83538,61
VEND9823,BILL0043744,98806,30173,18
VEND4367,BILL0043745,55754,1986,132
VEND8090,BILL0043746,60772,1749,108
VEND6024,BILL0043747,249773,81916,129
VEND3724,BILL0043748,129558,10386,168
VEND3488,BILL0043749,153866,19255,145
VEND2862,BILL0043750,214701,108473,16
VEND1662,BILL0043751,109151,97889,180
VEND1418,BILL0043752,192180,149978,155
VEND4676,BILL0043753,82484,78272,40
VEND7232,BILL0043754,158370,136459,140
VEND4800,BILL0043755,61968,6189,148
VEND4013,BILL0043756,97455,12211,137
VEND6353,BILL0043757,40832,28017,124
VEND7785,BILL0043758,187643,57023,100
VEND6210,BILL0043759,86918,61178,135
VEND8288,BILL0043760,46864,7329,38
VEND3410,BILL0043761,96998,49263,5
VEND4406,BILL0043762,75765,24573,10
VEND7431,BILL0043763,102162,1239,66
VEND4097,BILL0043764,198744,53185,169
VEND8814,BILL0043765,214069,4261,120
VEND2353,BILL0043766,6129,561,58
VEND3329,BILL0043767,208414,182631,125
VEND5717,BILL0043768,6189,2725,99
VEND2523,BILL0043769,143898,30739,153
VEND6217,BILL0043770,44160,8422,102
VEND4188,BILL0043771,77917,36582,112
VEND5175,BILL0043772,99170,58,137
VEND7512,BILL0043773,1332,21,89
VEND7516,BILL0043774,180766,179038,179
VEND7878,BILL0043775,90053,19766,120
VEND1435,BILL0043776,118811,99070,98
VEND6105,BILL0043777,146021,23869,125
VEND9970,BILL0043778,7090,6393,70
VEND7376,BILL0043779,218124,160017,70
VEND6725,BILL0043780,205052,41297,140
VEND1581,BILL0043781,242194,32631,56
VEND7969,BILL0043782,94674,13889,130
VEND1408,BILL0043783,208378,115898,172
VEND4846,BILL0043784,116993,50590,64
VEND7569,BILL0043785,206125,187181,163
VEND7614,BILL0043786,142410,101827,170
VEND5767,BILL0043787,23233,12663,20
VEND5404,BILL0043788,230997,4505,51
VEND2618,BILL0043789,19501,9530,24
VEND9333,BILL0043790,177718,126047,64
VEND7392,BILL0043791,60039,44830,130
VEND2408,BILL0043792,213868,171438,167
VEND2234,BILL0043793,206841,171859,17
VEND8176,BILL0043794,34592,27236,50
VEND5836,BILL0043795,142422,65471,133
VEND1700,BILL0043796,68025,51698,67
VEND5961,BILL0043797,116939,6489,157
VEND2652,BILL0043798,241552,49763,123
VEND1274,BILL0043799,237929,30771,104
VEND5925,BILL0043800,245549,182100,19
VEND2894,BILL0043801,37719,28561,50
VEND6795,BILL0043802,169914,143420,132
VEND8703,BILL0043803,161263,50048,23
VEND5660,BILL0043804,123562,100321,44
VEND6770,BILL0043805,240228,55169,80
VEND2895,BILL0043806,191111,124355,153
VEND7465,BILL0043807,225868,45243,14
VEND7342,BILL0043808,155860,148443,82
VEND9639,BILL0043809,162226,105130,50
VEND9545,BILL0043810,36171,1691,26
VEND7423,BILL0043811,124728,6763,79
VEND2511,BILL0043812,36558,9035,92
VEND9627,BILL0043813,88311,2187,111
VEND8992,BILL0043814,124831,12004,34
VEND3832,BILL0043815,187065,3615,12
VEND3570,BILL0043816,29489,23305,147
VEND3434,BILL0043817,81508,52855,171
VEND3250,BILL0043818,17848,17530,7
VEND3795,BILL0043819,97783,79538,126
VEND7789,BILL0043820,227924,147656,106
VEND2874,BILL0043821,155754,102189,130
VEND7733,BILL0043822,181927,174230,152
VEND9142,BILL0043823,219350,197902,170
VEND9125,BILL0043824,148390,109317,1
VEND5638,BILL0043825,234324,121478,161
VEND5400,BILL0043826,213338,25218,35
VEND3502,BILL0043827,232239,199602,75
VEND8811,BILL0043828,5595,3791,18
VEND9379,BILL0043829,214812,183534,13
VEND1191,BILL0043830,146110,102652,51
VEND7128,BILL0043831,105746,81354,6
VEND4527,BILL0043832,43206,32132,172
VEND4911,BILL0043833,156420,103131,33
VEND8597,BILL0043834,78773,75134,117
VEND5769,BILL0043835,18300,15020,136
VEND3128,BILL0043836,57632,4663,128
VEND3104,BILL0043837,17322,16946,94
VEND7119,BILL0043838,226594,107779,41
VEND1912,BILL0043839,95430,53401,32
VEND6315,BILL0043840,152007,90317,27
VEND7013,BILL0043841,69726,45315,92
VEND1390,BILL0043842,194290,27646,146
VEND6000,BILL0043843,219304,19402,105
VEND7324,BILL0043844,179222,121587,15
VEND6596,BILL0043845,9300,2940,82
VEND6832,BILL0043846,207030,23117,80
VEND1699,BILL0043847,104693,55807,91
VEND1866,BILL0043848,51815,20786,78
VEND1253,BILL0043849,59088,52353,36
VEND2391,BILL0043850,137958,63814,35
VEND9705,BILL0043851,90656,84240,20
VEND4501,BILL0043852,147001,76093,34
VEND7256,BILL0043853,227375,70320,86
VEND2000,BILL0043854,139941,36419,157
VEND6571,BILL0043855,207060,38044,161
VEND5687,BILL0043856,28069,10888,97
VEND8099,BILL0043857,20145,2385,37
VEND8774,BILL0043858,39378,29675,55
VEND9785,BILL0043859,27111,11190,22
VEND8231,BILL0043860,237470,69455,70
VEND7735,BILL0043861,92346,43462,140
VEND2628,BILL0043862,185426,74873,69
VEND9296,BILL0043863,195744,19685,174
VEND2704,BILL0043864,140114,69232,147
VEND8209,BILL0043865,153331,19113,60
VEND3441,BILL0043866,89106,4114,172
VEND2925,BILL0043867,229952,61435,124
VEND8557,BILL0043868,176803,77718,32
VEND5602,BILL0043869,167097,166703,94
VEND7796,BILL0043870,120121,85648,99
VEND9700,BILL0043871,86107,71493,145
VEND9399,BILL0043872,13078,9527,86
VEND3936,BILL0043873,134387,63060,92
VEND8825,BILL0043874,180225,106716,15
VEND8820,BILL0043875,160532,154808,112
VEND2756,BILL0043876,33716,20695,143
VEND4450,BILL0043877,130750,98601,166
VEND5014,BILL0043878,101914,10185,163
VEND2435,BILL0043879,166749,112269,111
VEND6336,BILL0043880,69316,42581,68
VEND8771,BILL0043881,20681,9163,60
VEND6422,BILL0043882,188185,88527,116
VEND7911,BILL0043883,124600,51674,108
VEND6051,BILL0043884,57351,56425,157
VEND8365,BILL0043885,102204,51577,19
VEND1478,BILL0043886,73546,61314,117
VEND5122,BILL0043887,201322,115165,20
VEND1488,BILL0043888,219400,127502,167
VEND2151,BILL0043889,19299,2017,152
VEND7398,BILL0043890,220484,111644,99
VEND4183,BILL0043891,96512,85732,82
VEND6879,BILL0043892,162607,125966,107
VEND4939,BILL0043893,14658,9660,40
VEND5224,BILL0043894,228137,133932,167
VEND1254,BILL0043895,100725,19833,52
VEND2429,BILL0043896,165905,126168,28
VEND4623,BILL0043897,2278,1432,31
VEND6250,BILL0043898,14411,13986,10
VEND2827,BILL0043899,110210,52215,159
VEND4963,BILL0043900,96779,19711,52
VEND3837,BILL0043901,105101,62473,130
VEND9741,BILL0043902,177933,84021,113
VEND6991,BILL0043903,56075,3082,108
VEND7264,BILL0043904,162973,82867,66
VEND2941,BILL0043905,210560,31277,62
VEND9402,BILL0043906,6570,4909,22
VEND8943,BILL0043907,57102,39588,119
VEND7340,BILL0043908,15406,2328,63
VEND2800,BILL0043909,230807,28204,30
VEND6122,BILL0043910,25361,21842,38
VEND8735,BILL0043911,25531,14066,23
VEND2564,BILL0043912,136839,112054,157
VEND2877,BILL0043913,115650,104765,126
VEND6666,BILL0043914,131797,97139,127
VEND2119,BILL0043915,83108,32271,60
VEND4206,BILL0043916,227020,157864,103
VEND5239,BILL0043917,157121,73853,178
VEND2358,BILL0043918,237768,118842,137
VEND5082,BILL0043919,6159,706,152
VEND3664,BILL0043920,122986,91212,133
VEND1506,BILL0043921,68969,41142,99
VEND1012,BILL0043922,207048,78164,92
VEND8318,BILL0043923,70023,68741,47
VEND7928,BILL0043924,76821,45719,29
VEND9348,BILL0043925,94853,4233,143
VEND5852,BILL0043926,181051,102141,23
VEND3283,BILL0043927,107675,54854,16
VEND5782,BILL0043928,182046,139396,17
VEND4153,BILL0043929,153632,145519,144
VEND9180,BILL0043930,71251,68536,160
VEND5348,BILL0043931,150794,62243,140
VEND9269,BILL0043932,67595,36025,129
VEND2858,BILL0043933,249664,49946,150
VEND3862,BILL0043934,34833,14741,133
VEND1596,BILL0043935,214045,181387,32
VEND8747,BILL0043936,213021,79097,93
VEND8346,BILL0043937,63444,9605,13
VEND1105,BILL0043938,152713,45960,105
VEND8393,BILL0043939,138190,2103,102
VEND1819,BILL0043940,189252,44584,65
VEND5526,BILL0043941,77027,27498,98
VEND5423,BILL0043942,26430,20166,157
VEND9516,BILL0043943,24651,18627,4
VEND3302,BILL0043944,12766,8444,111
VEND8796,BILL0043945,79037,26179,164
VEND3747,BILL0043946,14796,9703,75
VEND9190,BILL0043947,128141,102916,123
VEND2264,BILL0043948,131473,120452,163
VEND8945,BILL0043949,29182,2210,170
VEND7055,BILL0043950,222914,206919,69
VEND8291,BILL0043951,41827,9119,19
VEND5257,BILL0043952,162130,61633,72
VEND8244,BILL0043953,246420,98839,42
VEND7588,BILL0043954,219724,60692,3
VEND5127,BILL0043955,70288,18977,47
VEND2156,BILL0043956,158972,148563,164
VEND7340,BILL0043957,110429,48021,176
VEND7771,BILL0043958,51571,35015,171
VEND5506,BILL0043959,148493,94082,104
VEND6177,BILL0043960,199276,166593,76
VEND4278,BILL0043961,142439,50660,153
VEND5589,BILL0043962,196411,64437,119
VEND2490,BILL0043963,111624,84767,65
VEND3858,BILL0043964,112578,58519,129
VEND9920,BILL0043965,53667,24926,13
VEND6985,BILL0043966,198410,58461,82
VEND2627,BILL0043967,7630,6718,105
VEND2420,BILL0043968,147221,30888,112
VEND4029,BILL0043969,98467,57992,152
VEND2881,BILL0043970,5944,4992,147
VEND8164,BILL0043971,80988,78591,31
VEND5089,BILL0043972,166646,47214,177
VEND7132,BILL0043973,97581,13811,5
VEND4693,BILL0043974,166671,133908,15
VEND6231,BILL0043975,216963,195443,128
VEND5209,BILL0043976,85579,63549,141
VEND1871,BILL0043977,188089,183305,112
VEND2013,BILL0043978,176344,106863,15
VEND2970,BILL0043979,219165,114564,9
VEND3169,BILL0043980,73700,14007,60
VEND6834,BILL0043981,210247,152773,120
VEND9664,BILL0043982,22533,5042,93
VEND3379,BILL0043983,202661,151211,60
VEND7658,BILL0043984,228144,123507,112
VEND1299,BILL0043985,46060,21456,78
VEND6697,BILL0043986,63434,50320,17
VEND7568,BILL0043987,112286,55757,169
VEND6846,BILL0043988,56029,51601,180
VEND2441,BILL0043989,237496,197491,159
VEND8955,BILL0043990,118854,16135,106
VEND3893,BILL0043991,234388,150872,4
VEND9169,BILL0043992,157842,29885,84
VEND3089,BILL0043993,154570,28959,175
VEND7757,BILL0043994,144242,80143,64
VEND1085,BILL0043995,93820,8075,43
VEND6612,BILL0043996,215190,99427,73
VEND4474,BILL0043997,40321,35055,51
VEND6840,BILL0043998,179895,11683,154
VEND7654,BILL0043999,241724,95979,165
VEND7575,BILL0044000,234971,113644,60
VEND9544,BILL0044001,1174,611,92
VEND3055,BILL0044002,199692,149672,84
VEND9918,BILL0044003,237429,134454,88
VEND5861,BILL0044004,135572,61658,42
VEND3613,BILL0044005,227879,117285,4
VEND3475,BILL0044006,61082,11136,99
VEND3798,BILL0044007,249338,6775,103
VEND8040,BILL0044008,164623,81694,26
VEND2486,BILL0044009,183649,138122,119
VEND2950,BILL0044010,158996,97931,138
VEND1295,BILL0044011,211005,189183,9
VEND1305,BILL0044012,50108,5543,142
VEND2225,BILL0044013,207163,130165,64
VEND1824,BILL0044014,9742,7896,14
VEND1926,BILL0044015,53265,37530,130
VEND4309,BILL0044016,170590,135993,145
VEND1534,BILL0044017,7566,6044,75
VEND6797,BILL0044018,225888,90390,158
VEND2775,BILL0044019,139933,36627,118
VEND3737,BILL0044020,157067,137250,127
VEND6508,BILL0044021,158928,127886,96
VEND5590,BILL0044022,14378,1579,50
VEND7640,BILL0044023,18346,14387,116
VEND7925,BILL0044024,70822,27216,34
VEND2794,BILL0044025,28158,3622,1
VEND7555,BILL0044026,86203,38188,61
VEND8100,BILL0044027,138988,32179,96
VEND5993,BILL0044028,107602,62486,51
VEND6988,BILL0044029,242354,215260,110
VEND6160,BILL0044030,56139,29546,92
VEND9394,BILL0044031,36038,28065,61
VEND6358,BILL0044032,188842,149305,108
VEND4272,BILL0044033,36917,14656,156
VEND4817,BILL0044034,222391,25606,44
VEND2151,BILL0044035,217151,7198,172
VEND3897,BILL0044036,72048,61461,110
VEND5286,BILL0044037,133234,111560,37
VEND5689,BILL0044038,79804,28500,29
VEND9660,BILL0044039,46912,14879,103
VEND8510,BILL0044040,27810,11050,82
VEND6612,BILL0044041,5107,1776,113
VEND8217,BILL0044042,20200,13191,147
VEND4813,BILL0044043,135766,24558,157
VEND3626,BILL0044044,42056,6437,180
VEND1474,BILL0044045,41990,1964,30
VEND3942,BILL0044046,141647,53483,175
VEND3244,BILL0044047,130492,102176,15
VEND6700,BILL0044048,207115,74897,175
VEND4085,BILL0044049,174018,71452,175
VEND8855,BILL0044050,91941,3152,176
VEND8989,BILL0044051,160872,125171,94
VEND7680,BILL0044052,235330,208080,34
VEND5670,BILL0044053,218455,49989,137
VEND8724,BILL0044054,74844,41312,147
VEND5610,BILL0044055,36312,1274,134
VEND1420,BILL0044056,185052,67559,65
VEND1798,BILL0044057,240030,672,143
VEND2743,BILL0044058,87660,17552,21
VEND8625,BILL0044059,147639,105625,55
VEND8592,BILL0044060,46809,24924,166
VEND6274,BILL0044061,241098,72562,61
VEND3772,BILL0044062,145374,50986,178
VEND1838,BILL0044063,17979,1824,180
VEND8243,BILL0044064,115390,99453,170
VEND9741,BILL0044065,179003,93627,103
VEND3918,BILL0044066,238383,21092,111
VEND9682,BILL0044067,157380,114117,154
VEND7405,BILL0044068,59481,2219,169
VEND3228,BILL0044069,81630,74724,7
VEND2128,BILL0044070,104285,42254,31
VEND5986,BILL0044071,113755,93222,22
VEND8652,BILL0044072,229167,158557,7
VEND9786,BILL0044073,36837,51,40
VEND9448,BILL0044074,174315,108403,124
VEND6749,BILL0044075,220448,172978,59
VEND9397,BILL0044076,231992,4492,145
VEND2148,BILL0044077,160287,106684,69
VEND3576,BILL0044078,92168,70879,63
VEND7615,BILL0044079,227285,3823,119
VEND9445,BILL0044080,91942,13732,115
VEND1464,BILL0044081,150447,148677,97
VEND6690,BILL0044082,64427,38089,132
VEND1653,BILL0044083,52898,12024,164
VEND1353,BILL0044084,106026,72756,38
VEND7021,BILL0044085,152378,11118,114
VEND6517,BILL0044086,77546,59621,78
VEND5135,BILL0044087,35165,8275,111
VEND6886,BILL0044088,232081,52167,49
VEND9607,BILL0044089,145723,76401,179
VEND2309,BILL0044090,233171,67025,45
VEND6149,BILL0044091,4026,2343,16
VEND4646,BILL0044092,112257,51928,159
VEND6112,BILL0044093,198290,8010,77
VEND5655,BILL0044094,153572,87226,118
VEND5436,BILL0044095,146018,100306,50
VEND1221,BILL0044096,4998,4948,175
VEND1105,BILL0044097,212196,154725,106
VEND8716,BILL0044098,32553,27492,78
VEND1495,BILL0044099,117027,94474,161
VEND7257,BILL0044100,199121,174301,35
VEND5689,BILL0044101,195624,13208,80
VEND6328,BILL0044102,221019,75378,178
VEND4992,BILL0044103,92551,85560,57
VEND6026,BILL0044104,57082,9071,103
VEND2567,BILL0044105,188516,150186,36
VEND8356,BILL0044106,119816,52962,42
VEND4822,BILL0044107,83027,39399,125
VEND2917,BILL0044108,13398,632,15
VEND6802,BILL0044109,102285,10808,91
VEND8962,BILL0044110,63830,44284,84
VEND1940,BILL0044111,173432,113978,82
VEND1109,BILL0044112,87293,6502,172
VEND6940,BILL0044113,2052,437,48
VEND8709,BILL0044114,232510,726,85
VEND6706,BILL0044115,52072,18136,178
VEND9395,BILL0044116,51472,48710,54
VEND5522,BILL0044117,209821,22901,115
VEND4728,BILL0044118,11383,11215,164
VEND1764,BILL0044119,153155,27870,23
VEND6056,BILL0044120,40448,27483,143
VEND2485,BILL0044121,109049,45677,41
VEND9086,BILL0044122,148637,23719,77
VEND8381,BILL0044123,14278,1517,33
VEND5761,BILL0044124,85222,2960,22
VEND1822,BILL0044125,124719,113153,118
VEND5569,BILL0044126,43259,39206,90
VEND3524,BILL0044127,214444,190768,31
VEND1930,BILL0044128,52848,32639,165
VEND1522,BILL0044129,33735,25340,4
VEND3685,BILL0044130,58102,47147,95
VEND5722,BILL0044131,81952,70664,79
VEND2014,BILL0044132,70034,21847,115
VEND7009,BILL0044133,159620,142030,74
VEND8549,BILL0044134,71191,52297,147
VEND6481,BILL0044135,94134,54619,171
VEND8518,BILL0044136,128194,11887,48
VEND1104,BILL0044137,128602,106422,168
VEND6187,BILL0044138,91929,46022,95
VEND3519,BILL0044139,92186,19051,131
VEND2877,BILL0044140,19909,18936,20
VEND5755,BILL0044141,56874,9448,168
VEND7859,BILL0044142,194985,47791,173
VEND2609,BILL0044143,31240,703,48
VEND8422,BILL0044144,155238,152818,167
VEND1354,BILL0044145,169882,69755,84
VEND1533,BILL0044146,106080,87179,48
VEND6799,BILL0044147,86741,58287,137
VEND6731,BILL0044148,135284,116676,60
VEND4358,BILL0044149,242472,153461,74
VEND8603,BILL0044150,58912,11615,25
VEND8699,BILL0044151,248696,40330,71
VEND1946,BILL0044152,131066,108353,89
VEND1528,BILL0044153,221774,210891,164
VEND9855,BILL0044154,129191,56733,14
VEND7261,BILL0044155,81329,4562,174
VEND7631,BILL0044156,169504,73271,21
VEND5694,BILL0044157,55659,9133,5
VEND7751,BILL0044158,205394,54102,34
VEND6457,BILL0044159,156635,71750,152
VEND2370,BILL0044160,151309,112439,101
VEND7824,BILL0044161,217904,53694,154
VEND9929,BILL0044162,148211,60248,78
VEND5916,BILL0044163,141387,106223,10
VEND8831,BILL0044164,222646,136758,92
VEND1789,BILL0044165,47605,39465,131
VEND5128,BILL0044166,111230,69157,52
VEND9610,BILL0044167,203717,180723,3
VEND7800,BILL0044168,212414,194991,101
VEND8794,BILL0044169,243407,1828,172
VEND5726,BILL0044170,148102,138155,98
VEND6036,BILL0044171,190101,157489,81
VEND9343,BILL0044172,13369,9544,133
VEND5523,BILL0044173,94046,71345,93
VEND7408,BILL0044174,178737,129254,158
VEND6523,BILL0044175,173135,133727,135
VEND4226,BILL0044176,202651,138982,101
VEND1047,BILL0044177,237457,210695,36
VEND2450,BILL0044178,34873,20435,8
VEND7271,BILL0044179,86843,9930,115
VEND5168,BILL0044180,18998,8721,66
VEND4159,BILL0044181,216573,197275,84
VEND8451,BILL0044182,40300,13786,169
VEND8376,BILL0044183,139249,129585,158
VEND9706,BILL0044184,110103,53940,100
VEND5234,BILL0044185,170139,17081,35
VEND4508,BILL0044186,169284,40305,7
VEND9107,BILL0044187,73280,6028,153
VEND4823,BILL0044188,43973,20164,139
VEND2080,BILL0044189,210679,208013,57
VEND9692,BILL0044190,23279,6791,29
VEND1904,BILL0044191,41215,31899,10
VEND6673,BILL0044192,145090,62694,179
VEND6558,BILL0044193,132945,34916,154
VEND4564,BILL0044194,245609,150975,163
VEND9630,BILL0044195,102296,57072,104
VEND3237,BILL0044196,73503,40183,41
VEND2520,BILL0044197,172279,81340,155
VEND2409,BILL0044198,226807,159153,78
VEND8017,BILL0044199,141022,83502,43
VEND4647,BILL0044200,12310,4813,108
VEND9960,BILL0044201,139769,74582,84
VEND5651,BILL0044202,216963,1631,96
VEND5862,BILL0044203,73078,28599,18
VEND8770,BILL0044204,63236,14600,163
VEND5387,BILL0044205,210395,70990,142
VEND8803,BILL0044206,173323,16758,54
VEND8245,BILL0044207,154192,40691,161
VEND2328,BILL0044208,142979,32973,0
VEND5548,BILL0044209,127142,59501,29
VEND9499,BILL0044210,17655,4821,17
VEND1002,BILL0044211,42487,12544,40
VEND6821,BILL0044212,134371,84409,102
VEND8396,BILL0044213,231062,136475,122
VEND2166,BILL0044214,29125,18431,18
VEND7417,BILL0044215,212554,48743,47
VEND3012,BILL0044216,247797,213582,21
VEND1381,BILL0044217,249755,148489,91
VEND6070,BILL0044218,85651,18520,179
VEND8533,BILL0044219,158936,70934,52
VEND5314,BILL0044220,106767,60848,136
VEND4924,BILL0044221,241391,97846,149
VEND4565,BILL0044222,44233,9302,163
VEND3574,BILL0044223,125560,4868,11
VEND6918,BILL0044224,177647,63589,142
VEND9708,BILL0044225,103223,61203,19
VEND1340,BILL0044226,120417,115962,35
VEND8416,BILL0044227,7369,4566,143
VEND3947,BILL0044228,244863,42390,9
VEND7943,BILL0044229,167793,122879,151
VEND1450,BILL0044230,85450,39228,106
VEND9925,BILL0044231,195193,104142,52
VEND5628,BILL0044232,171894,74975,99
VEND7701,BILL0044233,36049,29628,175
VEND2243,BILL0044234,15816,3866,44
VEND9115,BILL0044235,205400,194137,167
VEND7938,BILL0044236,62853,60077,28
VEND1092,BILL0044237,4440,2128,155
VEND6471,BILL0044238,158039,58625,175
VEND6931,BILL0044239,196422,169181,130
VEND9365,BILL0044240,120446,103733,33
VEND1900,BILL0044241,141886,44489,109
VEND4721,BILL0044242,68991,24447,64
VEND3536,BILL0044243,115283,107659,59
VEND6763,BILL0044244,214919,78363,147
VEND9896,BILL0044245,134769,67545,13
VEND6472,BILL0044246,211428,50573,141
VEND9861,BILL0044247,155317,99540,171
VEND8940,BILL0044248,8049,1181,55
VEND6638,BILL0044249,203613,112656,86
VEND9874,BILL0044250,157721,124110,19
VEND4582,BILL0044251,117639,36499,143
VEND7064,BILL0044252,12955,6873,122
VEND1857,BILL0044253,154380,94671,12
VEND7506,BILL0044254,247235,126673,169
VEND5744,BILL0044255,217247,177030,15
VEND5843,BILL0044256,151206,148574,31
VEND4984,BILL0044257,91575,54272,138
VEND6084,BILL0044258,189269,91487,109
VEND2551,BILL0044259,84439,4304,178
VEND7265,BILL0044260,84819,45471,43
VEND7195,BILL0044261,135976,131845,11
VEND4679,BILL0044262,202153,52744,34
VEND4357,BILL0044263,180610,93636,173
VEND1835,BILL0044264,202508,202449,168
VEND6560,BILL0044265,220134,97363,166
VEND1591,BILL0044266,214872,100065,171
VEND9879,BILL0044267,16199,10407,159
VEND5764,BILL0044268,45019,3996,148
VEND7040,BILL0044269,245248,170336,165
VEND2502,BILL0044270,107232,64795,7
VEND8392,BILL0044271,43770,32453,83
VEND2911,BILL0044272,197475,1910,101
VEND4271,BILL0044273,193895,134418,107
VEND7644,BILL0044274,236845,33835,154
VEND6786,BILL0044275,73575,50941,5
VEND9859,BILL0044276,153205,35820,31
VEND5674,BILL0044277,223816,122363,103
VEND4528,BILL0044278,207023,2517,155
VEND9530,BILL0044279,27231,6047,47
VEND8203,BILL0044280,162799,107413,129
VEND3783,BILL0044281,52846,29080,34
VEND4841,BILL0044282,197375,95112,96
VEND1036,BILL0044283,181734,79282,161
VEND2502,BILL0044284,99752,61629,72
VEND2148,BILL0044285,62940,34605,122
VEND2417,BILL0044286,180460,163293,10
VEND7643,BILL0044287,48819,44215,178
VEND6089,BILL0044288,127242,45051,117
VEND7646,BILL0044289,181744,8767,75
VEND2496,BILL0044290,185605,20589,2
VEND4318,BILL0044291,202634,170786,176
VEND2100,BILL0044292,113450,24563,17
VEND5582,BILL0044293,7480,61,136
VEND5418,BILL0044294,78455,40787,63
VEND5405,BILL0044295,219359,175419,5
VEND2798,BILL0044296,137660,90320,9
VEND1248,BILL0044297,64137,37144,0
VEND5772,BILL0044298,25848,18269,149
VEND5622,BILL0044299,181304,129407,106
VEND6110,BILL0044300,205281,111219,73
VEND8194,BILL0044301,107308,88797,52
VEND2252,BILL0044302,132207,6565,116
VEND3028,BILL0044303,155603,95256,171
VEND9451,BILL0044304,165194,6705,120
VEND2582,BILL0044305,177664,160473,104
VEND4488,BILL0044306,187943,5315,160
VEND7703,BILL0044307,162505,142089,27
VEND1232,BILL0044308,191280,79010,28
VEND4197,BILL0044309,31745,15137,116
VEND5640,BILL0044310,244350,182472,51
VEND8854,BILL0044311,141952,70136,26
VEND4888,BILL0044312,227573,181133,114
VEND2223,BILL0044313,10073,211,155
VEND6249,BILL0044314,135544,15540,0
VEND5475,BILL0044315,125925,107991,172
VEND4580,BILL0044316,114532,97005,92
VEND4804,BILL0044317,17545,11996,8
VEND8337,BILL0044318,176054,124494,123
VEND6077,BILL0044319,75990,41679,107
VEND5692,BILL0044320,86291,3400,172
VEND4782,BILL0044321,236706,224352,24
VEND7267,BILL0044322,43625,39357,118
VEND6134,BILL0044323,203931,163598,119
VEND1030,BILL0044324,81297,54147,47
VEND5153,BILL0044325,78379,36189,86
VEND8829,BILL0044326,38837,8784,27
VEND9239,BILL0044327,32270,13452,171
VEND9428,BILL0044328,1130,1117,86
VEND1907,BILL0044329,241689,159448,151
VEND7998,BILL0044330,142004,105323,89
VEND7960,BILL0044331,40490,39226,139
VEND5548,BILL0044332,131981,69598,107
VEND3383,BILL0044333,107903,10764,40
VEND2361,BILL0044334,245594,118056,80
VEND8394,BILL0044335,20083,12826,62
VEND6153,BILL0044336,70173,59329,99
VEND5283,BILL0044337,236111,154570,42
VEND5360,BILL0044338,230303,188555,129
VEND5400,BILL0044339,195520,43454,34
